field,types,records_with_field,field_coverage_pct,matched_field_coverage_pct,records_with_value,value_coverage_pct,matched_value_coverage_pct,returned_record_count,submitted_domain_count,occurrences
gross_additions_by_month.2025-03,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-04,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-05,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-06,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-07,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-08,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-09,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-10,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-11,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2025-12,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2026-01,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2026-02,integer,90,25.79,42.86,90,25.79,42.86,210,349,90
gross_additions_by_month.2026-03,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
gross_departures_by_month,object,95,27.22,45.24,95,27.22,45.24,210,349,95
gross_departures_by_month.2010-01,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
gross_departures_by_month.2010-02,integer,15,4.3,7.14,15,4.3,7.14,210,349,15
gross_departures_by_month.2010-03,integer,20,5.73,9.52,20,5.73,9.52,210,349,20
gross_departures_by_month.2010-04,integer,24,6.88,11.43,24,6.88,11.43,210,349,24
gross_departures_by_month.2010-05,integer,29,8.31,13.81,29,8.31,13.81,210,349,29
gross_departures_by_month.2010-06,integer,31,8.88,14.76,31,8.88,14.76,210,349,31
gross_departures_by_month.2010-07,integer,31,8.88,14.76,31,8.88,14.76,210,349,31
gross_departures_by_month.2010-08,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
gross_departures_by_month.2010-09,integer,34,9.74,16.19,34,9.74,16.19,210,349,34
gross_departures_by_month.2010-10,integer,34,9.74,16.19,34,9.74,16.19,210,349,34
gross_departures_by_month.2010-11,integer,35,10.03,16.67,35,10.03,16.67,210,349,35
gross_departures_by_month.2010-12,integer,37,10.6,17.62,37,10.6,17.62,210,349,37
gross_departures_by_month.2011-01,integer,37,10.6,17.62,37,10.6,17.62,210,349,37
gross_departures_by_month.2011-02,integer,37,10.6,17.62,37,10.6,17.62,210,349,37
gross_departures_by_month.2011-03,integer,37,10.6,17.62,37,10.6,17.62,210,349,37
gross_departures_by_month.2011-04,integer,37,10.6,17.62,37,10.6,17.62,210,349,37
gross_departures_by_month.2011-05,integer,38,10.89,18.1,38,10.89,18.1,210,349,38
gross_departures_by_month.2011-06,integer,38,10.89,18.1,38,10.89,18.1,210,349,38
gross_departures_by_month.2011-07,integer,39,11.17,18.57,39,11.17,18.57,210,349,39
gross_departures_by_month.2011-08,integer,39,11.17,18.57,39,11.17,18.57,210,349,39
gross_departures_by_month.2011-09,integer,39,11.17,18.57,39,11.17,18.57,210,349,39
gross_departures_by_month.2011-10,integer,42,12.03,20,42,12.03,20,210,349,42
gross_departures_by_month.2011-11,integer,43,12.32,20.48,43,12.32,20.48,210,349,43
gross_departures_by_month.2011-12,integer,43,12.32,20.48,43,12.32,20.48,210,349,43
gross_departures_by_month.2012-01,integer,43,12.32,20.48,43,12.32,20.48,210,349,43
gross_departures_by_month.2012-02,integer,44,12.61,20.95,44,12.61,20.95,210,349,44
gross_departures_by_month.2012-03,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-04,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-05,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-06,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-07,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-08,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-09,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-10,integer,45,12.89,21.43,45,12.89,21.43,210,349,45
gross_departures_by_month.2012-11,integer,46,13.18,21.9,46,13.18,21.9,210,349,46
gross_departures_by_month.2012-12,integer,46,13.18,21.9,46,13.18,21.9,210,349,46
gross_departures_by_month.2013-01,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
gross_departures_by_month.2013-02,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
gross_departures_by_month.2013-03,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
gross_departures_by_month.2013-04,integer,47,13.47,22.38,47,13.47,22.38,210,349,47
gross_departures_by_month.2013-05,integer,48,13.75,22.86,48,13.75,22.86,210,349,48
gross_departures_by_month.2013-06,integer,48,13.75,22.86,48,13.75,22.86,210,349,48
gross_departures_by_month.2013-07,integer,48,13.75,22.86,48,13.75,22.86,210,349,48
gross_departures_by_month.2013-08,integer,51,14.61,24.29,51,14.61,24.29,210,349,51
gross_departures_by_month.2013-09,integer,51,14.61,24.29,51,14.61,24.29,210,349,51
gross_departures_by_month.2013-10,integer,51,14.61,24.29,51,14.61,24.29,210,349,51
gross_departures_by_month.2013-11,integer,51,14.61,24.29,51,14.61,24.29,210,349,51
gross_departures_by_month.2013-12,integer,51,14.61,24.29,51,14.61,24.29,210,349,51
gross_departures_by_month.2014-01,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_departures_by_month.2014-02,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_departures_by_month.2014-03,integer,52,14.9,24.76,52,14.9,24.76,210,349,52
gross_departures_by_month.2014-04,integer,53,15.19,25.24,53,15.19,25.24,210,349,53
gross_departures_by_month.2014-05,integer,54,15.47,25.71,54,15.47,25.71,210,349,54
gross_departures_by_month.2014-06,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_departures_by_month.2014-07,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_departures_by_month.2014-08,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_departures_by_month.2014-09,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_departures_by_month.2014-10,integer,55,15.76,26.19,55,15.76,26.19,210,349,55
gross_departures_by_month.2014-11,integer,56,16.05,26.67,56,16.05,26.67,210,349,56
gross_departures_by_month.2014-12,integer,56,16.05,26.67,56,16.05,26.67,210,349,56
gross_departures_by_month.2015-01,integer,58,16.62,27.62,58,16.62,27.62,210,349,58
gross_departures_by_month.2015-02,integer,58,16.62,27.62,58,16.62,27.62,210,349,58
gross_departures_by_month.2015-03,integer,60,17.19,28.57,60,17.19,28.57,210,349,60
gross_departures_by_month.2015-04,integer,60,17.19,28.57,60,17.19,28.57,210,349,60
gross_departures_by_month.2015-05,integer,60,17.19,28.57,60,17.19,28.57,210,349,60
gross_departures_by_month.2015-06,integer,61,17.48,29.05,61,17.48,29.05,210,349,61
gross_departures_by_month.2015-07,integer,61,17.48,29.05,61,17.48,29.05,210,349,61
gross_departures_by_month.2015-08,integer,61,17.48,29.05,61,17.48,29.05,210,349,61
gross_departures_by_month.2015-09,integer,62,17.77,29.52,62,17.77,29.52,210,349,62
gross_departures_by_month.2015-10,integer,62,17.77,29.52,62,17.77,29.52,210,349,62
gross_departures_by_month.2015-11,integer,63,18.05,30,63,18.05,30,210,349,63
gross_departures_by_month.2015-12,integer,64,18.34,30.48,64,18.34,30.48,210,349,64
gross_departures_by_month.2016-01,integer,64,18.34,30.48,64,18.34,30.48,210,349,64
gross_departures_by_month.2016-02,integer,64,18.34,30.48,64,18.34,30.48,210,349,64
gross_departures_by_month.2016-03,integer,64,18.34,30.48,64,18.34,30.48,210,349,64
gross_departures_by_month.2016-04,integer,64,18.34,30.48,64,18.34,30.48,210,349,64
gross_departures_by_month.2016-05,integer,65,18.62,30.95,65,18.62,30.95,210,349,65
gross_departures_by_month.2016-06,integer,65,18.62,30.95,65,18.62,30.95,210,349,65
gross_departures_by_month.2016-07,integer,66,18.91,31.43,66,18.91,31.43,210,349,66
gross_departures_by_month.2016-08,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2016-09,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2016-10,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2016-11,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2016-12,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2017-01,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2017-02,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2017-03,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2017-04,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2017-05,integer,67,19.2,31.9,67,19.2,31.9,210,349,67
gross_departures_by_month.2017-06,integer,68,19.48,32.38,68,19.48,32.38,210,349,68
gross_departures_by_month.2017-07,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2017-08,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2017-09,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2017-10,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2017-11,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2017-12,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2018-01,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2018-02,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2018-03,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2018-04,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2018-05,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2018-06,integer,69,19.77,32.86,69,19.77,32.86,210,349,69
gross_departures_by_month.2018-07,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2018-08,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2018-09,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2018-10,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2018-11,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2018-12,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-01,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-02,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-03,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-04,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-05,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-06,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-07,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-08,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-09,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-10,integer,70,20.06,33.33,70,20.06,33.33,210,349,70
gross_departures_by_month.2019-11,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_departures_by_month.2019-12,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_departures_by_month.2020-01,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_departures_by_month.2020-02,integer,71,20.34,33.81,71,20.34,33.81,210,349,71
gross_departures_by_month.2020-03,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_departures_by_month.2020-04,integer,72,20.63,34.29,72,20.63,34.29,210,349,72
gross_departures_by_month.2020-05,integer,73,20.92,34.76,73,20.92,34.76,210,349,73
gross_departures_by_month.2020-06,integer,73,20.92,34.76,73,20.92,34.76,210,349,73
gross_departures_by_month.2020-07,integer,74,21.2,35.24,74,21.2,35.24,210,349,74
gross_departures_by_month.2020-08,integer,74,21.2,35.24,74,21.2,35.24,210,349,74
gross_departures_by_month.2020-09,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2020-10,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2020-11,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2020-12,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2021-01,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2021-02,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2021-03,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2021-04,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2021-05,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2021-06,integer,75,21.49,35.71,75,21.49,35.71,210,349,75
gross_departures_by_month.2021-07,integer,76,21.78,36.19,76,21.78,36.19,210,349,76
gross_departures_by_month.2021-08,integer,76,21.78,36.19,76,21.78,36.19,210,349,76
gross_departures_by_month.2021-09,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2021-10,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2021-11,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2021-12,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2022-01,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2022-02,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2022-03,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2022-04,integer,77,22.06,36.67,77,22.06,36.67,210,349,77
gross_departures_by_month.2022-05,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2022-06,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2022-07,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2022-08,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2022-09,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2022-10,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2022-11,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2022-12,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2023-01,integer,78,22.35,37.14,78,22.35,37.14,210,349,78
gross_departures_by_month.2023-02,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-03,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-04,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-05,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-06,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-07,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-08,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-09,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-10,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-11,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2023-12,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2024-01,integer,79,22.64,37.62,79,22.64,37.62,210,349,79
gross_departures_by_month.2024-02,integer,80,22.92,38.1,80,22.92,38.1,210,349,80
gross_departures_by_month.2024-03,integer,80,22.92,38.1,80,22.92,38.1,210,349,80
gross_departures_by_month.2024-04,integer,80,22.92,38.1,80,22.92,38.1,210,349,80
gross_departures_by_month.2024-05,integer,81,23.21,38.57,81,23.21,38.57,210,349,81
gross_departures_by_month.2024-06,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_departures_by_month.2024-07,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_departures_by_month.2024-08,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_departures_by_month.2024-09,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_departures_by_month.2024-10,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_departures_by_month.2024-11,integer,82,23.5,39.05,82,23.5,39.05,210,349,82
gross_departures_by_month.2024-12,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-01,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-02,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-03,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-04,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-05,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-06,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-07,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-08,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-09,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-10,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-11,integer,83,23.78,39.52,83,23.78,39.52,210,349,83
gross_departures_by_month.2025-12,integer,84,24.07,40,84,24.07,40,210,349,84
gross_departures_by_month.2026-01,integer,84,24.07,40,84,24.07,40,210,349,84
gross_departures_by_month.2026-02,integer,84,24.07,40,84,24.07,40,210,349,84
gross_departures_by_month.2026-03,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
headline,string,136,38.97,64.76,136,38.97,64.76,210,349,136
id,string,210,60.17,100,210,60.17,100,210,349,210
immediate_parent,string,9,2.58,4.29,9,2.58,4.29,210,349,9
industry,string,188,53.87,89.52,188,53.87,89.52,210,349,188
industry_v2,string,184,52.72,87.62,184,52.72,87.62,210,349,184
inferred_revenue,string,95,27.22,45.24,95,27.22,45.24,210,349,95
last_funding_date,string,25,7.16,11.9,25,7.16,11.9,210,349,25
latest_funding_stage,string,25,7.16,11.9,25,7.16,11.9,210,349,25
likelihood,integer,210,60.17,100,210,60.17,100,210,349,210
linkedin_follower_count,integer,99,28.37,47.14,99,28.37,47.14,210,349,99
linkedin_id,string,210,60.17,100,210,60.17,100,210,349,210
linkedin_slug,string,210,60.17,100,210,60.17,100,210,349,210
linkedin_url,string,210,60.17,100,210,60.17,100,210,349,210
location,object,195,55.87,92.86,195,55.87,92.86,210,349,195
location.address_line_2,string,35,10.03,16.67,35,10.03,16.67,210,349,35
location.continent,string,195,55.87,92.86,195,55.87,92.86,210,349,195
location.country,string,195,55.87,92.86,195,55.87,92.86,210,349,195
location.geo,string,178,51,84.76,178,51,84.76,210,349,178
location.locality,string,178,51,84.76,178,51,84.76,210,349,178
location.metro,string,92,26.36,43.81,92,26.36,43.81,210,349,92
location.name,string,195,55.87,92.86,195,55.87,92.86,210,349,195
location.postal_code,string,146,41.83,69.52,146,41.83,69.52,210,349,146
location.region,string,183,52.44,87.14,183,52.44,87.14,210,349,183
location.street_address,string,128,36.68,60.95,128,36.68,60.95,210,349,128
median_employee_tenure,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level,object,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.cxo,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.director,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.entry,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.manager,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.owner,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.partner,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.senior,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.training,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.unpaid,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_level.vp,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role,object,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.advisory,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.analyst,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.creative,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.education,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.engineering,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.finance,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.fulfillment,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.health,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.hospitality,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.human_resources,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.legal,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.manufacturing,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.marketing,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.operations,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.partnerships,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.product,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.professional_service,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.public_service,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.research,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.sales,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.sales_engineering,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.support,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
median_tenure_by_role.trade,integer|number,95,27.22,45.24,95,27.22,45.24,210,349,95
naics,array,122,34.96,58.1,122,34.96,58.1,210,349,122
naics[].industry_group,string,99,28.37,47.14,99,28.37,47.14,210,349,100
naics[].naics_code,string,122,34.96,58.1,122,34.96,58.1,210,349,125
naics[].naics_industry,string,68,19.48,32.38,68,19.48,32.38,210,349,68
naics[].national_industry,string,23,6.59,10.95,23,6.59,10.95,210,349,23
naics[].sector,string,122,34.96,58.1,122,34.96,58.1,210,349,125
naics[].sub_sector,string,113,32.38,53.81,113,32.38,53.81,210,349,115
name,string,210,60.17,100,210,60.17,100,210,349,210
number_funding_rounds,integer,25,7.16,11.9,25,7.16,11.9,210,349,25
profiles,array,210,60.17,100,210,60.17,100,210,349,210
profiles[],string,210,60.17,100,210,60.17,100,210,349,760
sic,array,107,30.66,50.95,107,30.66,50.95,210,349,107
sic[].industry_group,string,85,24.36,40.48,85,24.36,40.48,210,349,86
sic[].industry_sector,string,69,19.77,32.86,69,19.77,32.86,210,349,70
sic[].major_group,string,107,30.66,50.95,107,30.66,50.95,210,349,110
sic[].sic_code,string,107,30.66,50.95,107,30.66,50.95,210,349,110
size,string,210,60.17,100,210,60.17,100,210,349,210
summary,string,171,49,81.43,171,49,81.43,210,349,171
tags,array,127,36.39,60.48,127,36.39,60.48,210,349,127
tags[],string,127,36.39,60.48,127,36.39,60.48,210,349,987
total_funding_raised,integer,23,6.59,10.95,23,6.59,10.95,210,349,23
twitter_url,string,72,20.63,34.29,72,20.63,34.29,210,349,72
type,string,210,60.17,100,210,60.17,100,210,349,210
ultimate_parent,string,9,2.58,4.29,9,2.58,4.29,210,349,9
website,string,207,59.31,98.57,207,59.31,98.57,210,349,207
