field,types,records_with_field,field_coverage_pct,matched_field_coverage_pct,records_with_value,value_coverage_pct,matched_value_coverage_pct,returned_record_count,submitted_domain_count,occurrences
employee_count_by_sub_role.entertainment,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.executive,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.fashion,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.financial,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.fitness,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.fraud,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.graphic_design,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.growth,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.hair_stylist,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.hardware,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.health_and_safety,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.human_resources,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.implementation,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.industrial,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.information_technology,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.insurance,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.investment_banking,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.investor,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.investor_relations,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.journalism,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.judicial,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.legal,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.legal_services,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.logistics,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.machinist,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.marketing_design,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.marketing_services,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.mechanic,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.mechanical,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.military,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.network,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.nursing,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.other_uncategorized,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.partnerships,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.pharmacy,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.planning_and_analysis,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.plumbing,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.political,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.primary_and_secondary,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.procurement,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.product_design,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.product_management,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.professor,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.project_management,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.protective_service,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.qa_engineering,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.quality_assurance,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.realtor,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.recruiting,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.restaurants,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.retail,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.revenue_operations,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.risk,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.sales_development,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.scientific,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.security,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.social_service,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.software,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.solutions_engineer,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.strategy,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.student,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.talent_analytics,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.therapy,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.tour_and_travel,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.training,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.translation,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.transport,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.veterinarian,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.warehouse,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.web,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_count_by_sub_role.wellness,integer,95,27.22,45.24,95,27.22,45.24,210,349,95
employee_growth_rate,object,86,24.64,40.95,86,24.64,40.95,210,349,86
employee_growth_rate.12_month,integer|number,86,24.64,40.95,86,24.64,40.95,210,349,86
employee_growth_rate_12_month_by_class,object,86,24.64,40.95,86,24.64,40.95,210,349,86
employee_growth_rate_12_month_by_class.general_and_administrative,integer|number,68,19.48,32.38,68,19.48,32.38,210,349,68
employee_growth_rate_12_month_by_class.other_uncategorized,integer|number,71,20.34,33.81,71,20.34,33.81,210,349,71
employee_growth_rate_12_month_by_class.research_and_development,integer|number,47,13.47,22.38,47,13.47,22.38,210,349,47
employee_growth_rate_12_month_by_class.sales_and_marketing,integer|number,58,16.62,27.62,58,16.62,27.62,210,349,58
employee_growth_rate_12_month_by_class.services,integer|number,72,20.63,34.29,72,20.63,34.29,210,349,72
employee_growth_rate_12_month_by_country,object,92,26.36,43.81,92,26.36,43.81,210,349,92
employee_growth_rate_12_month_by_country.afghanistan,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.afghanistan.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.afghanistan.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.afghanistan.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.albania,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.albania.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.albania.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.albania.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.algeria,object,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.algeria.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.algeria.12_month_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.algeria.current_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.andorra,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.andorra.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.andorra.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.argentina,object,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.argentina.12_month_growth_rate,integer|number,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.argentina.12_month_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.argentina.current_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.armenia,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.armenia.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.armenia.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.armenia.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.australia,object,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.australia.12_month_growth_rate,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.australia.12_month_headcount,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.australia.current_headcount,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.austria,object,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.austria.12_month_growth_rate,integer|number,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.austria.12_month_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.austria.current_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.azerbaijan,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.azerbaijan.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.azerbaijan.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.azerbaijan.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.bahrain,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.bahrain.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.bahrain.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.bangladesh,object,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.bangladesh.12_month_growth_rate,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.bangladesh.12_month_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.bangladesh.current_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.barbados,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.barbados.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.barbados.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.belarus,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.belarus.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.belarus.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.belarus.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.belgium,object,16,4.58,7.62,16,4.58,7.62,210,349,16
employee_growth_rate_12_month_by_country.belgium.12_month_growth_rate,integer|number,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.belgium.12_month_headcount,integer,16,4.58,7.62,16,4.58,7.62,210,349,16
employee_growth_rate_12_month_by_country.belgium.current_headcount,integer,16,4.58,7.62,16,4.58,7.62,210,349,16
employee_growth_rate_12_month_by_country.bermuda,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.bermuda.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.bermuda.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.bolivia,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.bolivia.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.bolivia.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.bolivia.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.bosnia and herzegovina,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.bosnia and herzegovina.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.bosnia and herzegovina.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.botswana,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.botswana.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.botswana.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.brazil,object,22,6.3,10.48,22,6.3,10.48,210,349,22
employee_growth_rate_12_month_by_country.brazil.12_month_growth_rate,integer|number,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.brazil.12_month_headcount,integer,22,6.3,10.48,22,6.3,10.48,210,349,22
employee_growth_rate_12_month_by_country.brazil.current_headcount,integer,22,6.3,10.48,22,6.3,10.48,210,349,22
employee_growth_rate_12_month_by_country.british virgin islands,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.british virgin islands.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.british virgin islands.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.bulgaria,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.bulgaria.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.bulgaria.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.bulgaria.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.burkina faso,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.burkina faso.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.burkina faso.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.burkina faso.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.cambodia,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.cambodia.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.cambodia.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.canada,object,38,10.89,18.1,38,10.89,18.1,210,349,38
employee_growth_rate_12_month_by_country.canada.12_month_growth_rate,integer|number,23,6.59,10.95,23,6.59,10.95,210,349,23
employee_growth_rate_12_month_by_country.canada.12_month_headcount,integer,38,10.89,18.1,38,10.89,18.1,210,349,38
employee_growth_rate_12_month_by_country.canada.current_headcount,integer,38,10.89,18.1,38,10.89,18.1,210,349,38
employee_growth_rate_12_month_by_country.cape verde,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.cape verde.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.cape verde.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.cape verde.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.cayman islands,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.cayman islands.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.cayman islands.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.central african republic,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.central african republic.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.central african republic.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.chile,object,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.chile.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.chile.12_month_headcount,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.chile.current_headcount,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.china,object,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.china.12_month_growth_rate,integer|number,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.china.12_month_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.china.current_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.colombia,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.colombia.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.colombia.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.colombia.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.croatia,object,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.croatia.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.croatia.12_month_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.croatia.current_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.cyprus,object,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.cyprus.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.cyprus.12_month_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.cyprus.current_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.czechia,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.czechia.12_month_growth_rate,number,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.czechia.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.czechia.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.côte d'ivoire,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.côte d'ivoire.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.côte d'ivoire.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.democratic republic of the congo,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.democratic republic of the congo.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.democratic republic of the congo.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.denmark,object,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.denmark.12_month_growth_rate,integer|number,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.denmark.12_month_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.denmark.current_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.djibouti,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.djibouti.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.djibouti.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.dominican republic,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.dominican republic.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.dominican republic.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.ecuador,object,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.ecuador.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.ecuador.12_month_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.ecuador.current_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.egypt,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.egypt.12_month_growth_rate,integer|number,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.egypt.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.egypt.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.estonia,object,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.estonia.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.estonia.12_month_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.estonia.current_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.ethiopia,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.ethiopia.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.ethiopia.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.finland,object,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.finland.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.finland.12_month_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.finland.current_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.france,object,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.france.12_month_growth_rate,integer|number,17,4.87,8.1,17,4.87,8.1,210,349,17
employee_growth_rate_12_month_by_country.france.12_month_headcount,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.france.current_headcount,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.georgia,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.georgia.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.georgia.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.georgia.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.germany,object,34,9.74,16.19,34,9.74,16.19,210,349,34
employee_growth_rate_12_month_by_country.germany.12_month_growth_rate,integer|number,16,4.58,7.62,16,4.58,7.62,210,349,16
employee_growth_rate_12_month_by_country.germany.12_month_headcount,integer,34,9.74,16.19,34,9.74,16.19,210,349,34
employee_growth_rate_12_month_by_country.germany.current_headcount,integer,34,9.74,16.19,34,9.74,16.19,210,349,34
employee_growth_rate_12_month_by_country.ghana,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.ghana.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.ghana.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.ghana.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.gibraltar,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.gibraltar.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.gibraltar.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.gibraltar.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.greece,object,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.greece.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.greece.12_month_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.greece.current_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.guatemala,object,3,0.86,1.43,3,0.86,1.43,210,349,3
